date,daily_case
2021-09-06,217
2021-09-07,262
2021-09-08,428
2021-09-09,308
2021-09-10,261
2021-09-11,268
2021-09-12,306
2021-09-13,187
2021-09-14,190
2021-09-15,305
2021-09-16,176
2021-09-17,206
2021-09-18,200
2021-09-19,155
2021-09-20,91
2021-09-21,106
2021-09-22,227
2021-09-23,165
2021-09-24,181
2021-09-25,133
2021-09-26,168
2021-09-27,103
2021-09-28,104
2021-09-29,177
2021-09-30,149
2021-10-01,151
2021-10-02,155
2021-10-03,127
2021-10-04,149
2021-10-05,72
2021-10-06,203
2021-10-07,150
2021-10-08,150
2021-10-09,100
2021-10-10,140
2021-10-11,41
2021-10-12,143
2021-10-13,278
2021-10-14,113
2021-10-15,124
2021-10-16,154
2021-10-17,131
2021-10-18,107
2021-10-19,106
2021-10-20,103
2021-10-21,88
2021-10-22,83
2021-10-23,116
2021-10-24,131
2021-10-25,82
2021-10-26,38
2021-10-27,105
2021-10-28,131
2021-10-29,96
2021-10-30,96
2021-10-31,113
2021-11-01,83
2021-11-02,77
2021-11-03,132
2021-11-04,111
2021-11-05,119
2021-11-06,68
2021-11-07,117
2021-11-08,29
2021-11-09,93
2021-11-10,95
2021-11-11,107
2021-11-12,71
2021-11-13,54
2021-11-14,92
2021-11-15,36
2021-11-16,79
2021-11-17,130
2021-11-18,100
2021-11-19,97
2021-11-20,114
2021-11-21,111
2021-11-22,26
2021-11-23,69
2021-11-24,82
2021-11-25,54
2021-11-26,70
2021-11-27,54
2021-11-28,51
2021-11-29,41
2021-11-30,44
2021-12-01,70
2021-12-02,28
2021-12-03,42
2021-12-04,48
2021-12-05,43
2021-12-06,14
2021-12-07,31
2021-12-08,41
2021-12-09,36
2021-12-10,26
2021-12-11,32
2021-12-12,32
2021-12-13,16
2021-12-14,20
2021-12-15,23
2021-12-16,40
2021-12-17,38
2021-12-18,74
2021-12-19,43
2021-12-20,38
2021-12-21,55
2021-12-22,43
2021-12-23,16
2021-12-24,69
2021-12-25,80
2021-12-26,47
2021-12-27,42
2021-12-28,96
2021-12-29,27
2021-12-30,53
2021-12-31,87
2022-01-01,118
2022-01-02,103
2022-01-03,172
2022-01-04,115
2022-01-05,260
2022-01-06,267
2022-01-07,300
2022-01-08,278
2022-01-09,392
2022-01-10,360
2022-01-11,537
2022-01-12,412
2022-01-13,478
2022-01-14,554
2022-01-15,720
2022-01-16,566
2022-01-17,493
2022-01-18,670
2022-01-19,1012
2022-01-20,1155
2022-01-21,1484
2022-01-22,1825
2022-01-23,1739
2022-01-24,1996
2022-01-25,2190
2022-01-26,3509
2022-01-27,4149
2022-01-28,4558
2022-01-29,5766
2022-01-30,6609
2022-01-31,5268
2022-02-01,6391
2022-02-02,9132
2022-02-03,10117
2022-02-04,13389
2022-02-05,12774
2022-02-06,15825
2022-02-07,12682
2022-02-08,10817
2022-02-09,14353
2022-02-10,11090
2022-02-11,10707
2022-02-12,12416
2022-02-13,10172
2022-02-14,10275
2022-02-15,9483
2022-02-16,12388
2022-02-17,8536
2022-02-18,8189
2022-02-19,9453
2022-02-20,8136
2022-02-21,5358
2022-02-22,5208
2022-02-23,7295
2022-02-24,6855
2022-02-25,4524
2022-02-26,4675
2022-02-27,3957
2022-02-28,7300
2022-03-01,3635
2022-03-02,4196
2022-03-03,4669
2022-03-04,3727
2022-03-05,3059
2022-03-06,3669
2022-03-07,2682
2022-03-08,3569
2022-03-09,3872
2022-03-10,3546
2022-03-11,2548
2022-03-12,2105
2022-03-13,1874
2022-03-14,1307
2022-03-15,1571
2022-03-16,1706
2022-03-17,1583
2022-03-18,1516
2022-03-19,1485
2022-03-20,1167
2022-03-21,862
2022-03-22,1012
2022-03-23,1235
2022-03-24,1067
2022-03-25,890
2022-03-26,796
2022-03-27,594
2022-03-28,573
2022-03-29,742
2022-03-30,901
2022-03-31,729
2022-04-01,641
2022-04-02,633
2022-04-03,612
2022-04-04,488
2022-04-05,568
2022-04-06,753
2022-04-07,674
2022-04-08,592
2022-04-09,450
2022-04-10,369
2022-04-11,312
2022-04-12,355
2022-04-13,699
2022-04-14,72
2022-04-15,310
2022-04-16,193
2022-04-17,195
2022-04-18,170
2022-04-19,179
2022-04-20,231
2022-04-21,159
2022-04-22,215
2022-04-23,172
2022-04-24,135
2022-04-25,101
2022-04-26,199
2022-04-27,130
2022-04-28,113
2022-04-29,126
2022-04-30,151
2022-05-01,81
2022-05-02,88
2022-05-03,40
2022-05-04,62
2022-05-05,85
2022-05-06,89
