date,daily_case
2022-02-21,3621
2022-02-22,7569
2022-02-23,7486
2022-02-24,6643
2022-02-25,5729
2022-02-26,5413
2022-02-27,3861
2022-02-28,2233
2022-03-01,2761
2022-03-02,4911
2022-03-03,4135
2022-03-04,2331
2022-03-05,3651
2022-03-06,2325
2022-03-07,1410
2022-03-08,2769
2022-03-09,2246
2022-03-10,1575
2022-03-11,1394
2022-03-12,1165
2022-03-13,596
2022-03-14,838
2022-03-15,1140
2022-03-16,904
2022-03-17,725
2022-03-18,661
2022-03-19,470
2022-03-20,452
2022-03-21,228
2022-03-22,478
2022-03-23,440
2022-03-24,368
2022-03-25,303
2022-03-26,310
2022-03-27,277
2022-03-28,148
2022-03-29,307
2022-03-30,240
2022-03-31,255
2022-04-01,177
2022-04-02,158
2022-04-03,140
2022-04-04,124
2022-04-05,165
2022-04-06,153
2022-04-07,143
2022-04-08,121
2022-04-09,86
2022-04-10,81
2022-04-11,48
2022-04-12,106
2022-04-13,85
2022-04-14,69
2022-04-15,54
2022-04-16,46
2022-04-17,55
2022-04-18,31
2022-04-19,79
2022-04-20,41
2022-04-21,32
2022-04-22,40
2022-04-23,40
2022-04-24,33
2022-04-25,25
2022-04-26,55
2022-04-27,32
2022-04-28,27
2022-04-29,40
2022-04-30,17
2022-05-01,22
2022-05-02,9
2022-05-03,8
2022-05-04,14
2022-05-05,18
2022-05-06,24
