date,daily_case
2021-01-19,287
2021-01-20,287
2021-01-21,456
2021-01-22,478
2021-01-23,473
2021-01-24,210
2021-01-25,310
2021-01-26,325
2021-01-27,427
2021-01-28,359
2021-01-29,414
2021-01-30,317
2021-01-31,254
2021-02-01,222
2021-02-02,226
2021-02-03,312
2021-02-04,321
2021-02-05,280
2021-02-06,217
2021-02-07,145
2021-02-08,206
2021-02-09,228
2021-02-10,291
2021-02-11,261
2021-02-12,278
2021-02-13,113
2021-02-14,108
2021-02-15,135
2021-02-16,165
2021-02-17,229
2021-02-18,255
2021-02-19,263
2021-02-20,201
2021-02-21,175
2021-02-22,138
2021-02-23,228
2021-02-24,201
2021-02-25,228
2021-02-26,174
2021-02-27,228
2021-02-28,170
2021-03-01,144
2021-03-02,150
2021-03-03,229
2021-03-04,228
2021-03-05,175
2021-03-06,89
2021-03-07,149
2021-03-08,167
2021-03-09,176
2021-03-10,178
2021-03-11,128
2021-03-12,203
2021-03-13,188
2021-03-14,90
2021-03-15,140
2021-03-16,170
2021-03-17,270
2021-03-18,257
2021-03-19,161
2021-03-20,242
2021-03-21,95
2021-03-22,143
2021-03-23,205
2021-03-24,254
2021-03-25,258
2021-03-26,232
2021-03-27,140
2021-03-28,127
2021-03-29,106
2021-03-30,283
2021-03-31,272
2021-04-01,176
2021-04-02,254
2021-04-03,118
2021-04-04,123
2021-04-05,135
2021-04-06,233
2021-04-07,272
2021-04-08,220
2021-04-09,222
2021-04-10,230
2021-04-11,130
2021-04-12,131
2021-04-13,232
2021-04-14,292
2021-04-15,221
2021-04-16,218
2021-04-17,158
2021-04-18,143
2021-04-19,170
2021-04-20,210
2021-04-21,229
2021-04-22,257
2021-04-23,137
2021-04-24,149
2021-04-25,223
2021-04-26,184
2021-04-27,164
2021-04-28,292
2021-04-29,259
2021-04-30,262
2021-05-01,128
2021-05-02,180
2021-05-03,157
2021-05-04,159
2021-05-05,232
2021-05-06,229
2021-05-07,184
2021-05-08,137
2021-05-09,140
2021-05-10,142
2021-05-11,154
2021-05-12,217
2021-05-13,105
2021-05-14,97
2021-05-15,94
2021-05-16,135
2021-05-17,136
2021-05-18,155
2021-05-19,227
2021-05-20,269
2021-05-21,198
2021-05-22,138
2021-05-23,152
2021-05-24,149
2021-05-25,215
2021-05-26,190
2021-05-27,186
2021-05-28,180
2021-05-29,211
2021-05-30,176
2021-05-31,158
2021-06-01,219
2021-06-02,268
2021-06-03,206
2021-06-04,299
2021-06-05,150
2021-06-06,295
2021-06-07,253
2021-06-08,237
2021-06-09,304
2021-06-10,455
2021-06-11,417
2021-06-12,436
2021-06-13,466
2021-06-14,428
2021-06-15,438
2021-06-16,534
2021-06-17,595
2021-06-18,592
2021-06-19,638
2021-06-20,665
2021-06-21,662
2021-06-22,675
2021-06-23,694
2021-06-24,791
2021-06-25,783
2021-06-26,782
2021-06-27,831
2021-06-28,859
2021-06-29,850
2021-06-30,892
2021-07-01,895
2021-07-02,922
2021-07-03,1358
2021-07-04,1615
2021-07-05,1465
2021-07-06,1386
2021-07-07,1370
2021-07-08,1424
2021-07-09,1665
2021-07-10,1809
2021-07-11,1895
2021-07-12,1731
2021-07-13,2731
2021-07-14,2350
2021-07-15,2706
2021-07-16,1661
2021-07-17,2522
2021-07-18,2119
2021-07-19,1992
2021-07-20,1872
2021-07-21,1648
2021-07-22,1978
2021-07-23,1431
2021-07-24,1628
2021-07-25,2145
2021-07-26,2667
2021-07-27,2732
2021-07-28,2282
2021-07-29,1920
2021-07-30,1932
2021-07-31,1522
2021-08-01,1303
2021-08-02,1566
2021-08-03,1445
2021-08-04,1862
2021-08-05,1461
2021-08-06,1639
2021-08-07,1378
2021-08-08,1194
2021-08-09,733
2021-08-10,1487
2021-08-11,1510
2021-08-12,1083
2021-08-13,1243
2021-08-14,1788
2021-08-15,933
2021-08-16,702
2021-08-17,1106
2021-08-18,634
2021-08-19,1175
2021-08-20,820
2021-08-21,930
2021-08-22,783
2021-08-23,507
2021-08-24,748
2021-08-25,873
2021-08-26,795
2021-08-27,688
2021-08-28,525
2021-08-29,398
2021-08-30,237
2021-08-31,539
2021-09-01,470
2021-09-02,384
2021-09-03,353
2021-09-04,279
2021-09-05,260
2021-09-06,198
2021-09-07,252
2021-09-08,213
2021-09-09,183
2021-09-10,212
2021-09-11,180
2021-09-12,146
2021-09-13,83
2021-09-14,144
2021-09-15,174
2021-09-16,111
2021-09-17,131
2021-09-18,134
2021-09-19,106
2021-09-20,83
2021-09-21,95
2021-09-22,105
2021-09-23,100
2021-09-24,85
2021-09-25,96
2021-09-26,61
2021-09-27,60
2021-09-28,71
2021-09-29,75
2021-09-30,67
2021-10-01,64
2021-10-02,54
2021-10-03,56
2021-10-04,44
2021-10-05,50
2021-10-06,45
2021-10-07,33
2021-10-08,37
2021-10-09,43
2021-10-10,36
2021-10-11,18
2021-10-12,33
2021-10-13,43
2021-10-14,34
2021-10-15,32
2021-10-16,28
2021-10-17,15
2021-10-18,15
2021-10-19,20
2021-10-20,35
2021-10-21,12
2021-10-22,26
2021-10-23,30
2021-10-24,25
2021-10-25,13
2021-10-26,32
2021-10-27,27
2021-10-28,30
2021-10-29,38
2021-10-30,32
2021-10-31,20
2021-11-01,13
2021-11-02,29
2021-11-03,89
2021-11-04,48
2021-11-05,39
2021-11-06,26
2021-11-07,25
2021-11-08,33
2021-11-09,15
2021-11-10,59
2021-11-11,34
2021-11-12,28
2021-11-13,22
2021-11-14,16
2021-11-15,10
2021-11-16,37
2021-11-17,25
2021-11-18,31
2021-11-19,16
2021-11-20,10
2021-11-21,11
2021-11-22,12
2021-11-23,15
2021-11-24,35
2021-11-25,79
2021-11-26,33
2021-11-27,68
2021-11-28,18
2021-11-29,5
2021-11-30,20
2021-12-01,12
2021-12-02,7
2021-12-03,25
2021-12-04,14
2021-12-05,28
2021-12-06,9
2021-12-07,9
2021-12-08,12
2021-12-09,10
2021-12-10,16
2021-12-11,18
2021-12-12,10
2021-12-13,5
2021-12-14,5
2021-12-15,7
2021-12-16,6
2021-12-17,3
2021-12-18,8
2021-12-19,1
2021-12-20,2
2021-12-21,4
2021-12-22,3
2021-12-23,1
2021-12-24,4
2021-12-25,4
2021-12-26,7
2021-12-27,3
2021-12-28,3
2021-12-29,1
2021-12-30,4
2021-12-31,6
2022-01-01,7
2022-01-02,2
2022-01-03,2
2022-01-04,2
2022-01-05,2
2022-01-06,3
2022-01-07,8
2022-01-08,1
2022-01-09,10
2022-01-10,3
2022-01-11,7
2022-01-12,7
2022-01-13,8
2022-01-14,3
2022-01-15,5
2022-01-16,9
2022-01-17,9
2022-01-18,3
2022-01-19,9
2022-01-20,5
2022-01-21,6
2022-01-22,10
2022-01-23,8
2022-01-24,12
2022-01-25,26
2022-01-26,23
2022-01-27,25
2022-01-28,69
2022-01-29,53
2022-01-30,66
2022-01-31,48
2022-02-01,114
2022-02-02,142
2022-02-03,219
2022-02-04,273
2022-02-05,263
2022-02-06,280
2022-02-07,149
2022-02-08,331
2022-02-09,531
2022-02-10,614
2022-02-11,610
2022-02-12,1065
2022-02-13,1010
2022-02-14,671
2022-02-15,1402
2022-02-16,1476
2022-02-17,1531
2022-02-18,1633
2022-02-19,1964
2022-02-20,1807
2022-02-21,1274
2022-02-22,2450
2022-02-23,2635
2022-02-24,2866
2022-02-25,2778
2022-02-26,2750
2022-02-27,2050
2022-02-28,1253
2022-03-01,1600
2022-03-02,2721
2022-03-03,2541
2022-03-04,2229
2022-03-05,2179
2022-03-06,1772
2022-03-07,1310
2022-03-08,1916
2022-03-09,1474
2022-03-10,1288
2022-03-11,849
2022-03-12,831
2022-03-13,781
2022-03-14,559
2022-03-15,838
2022-03-16,797
2022-03-17,612
2022-03-18,500
2022-03-19,435
2022-03-20,513
2022-03-21,215
2022-03-22,332
2022-03-23,309
2022-03-24,308
2022-03-25,196
2022-03-26,171
2022-03-27,161
2022-03-28,119
2022-03-29,176
2022-03-30,147
2022-03-31,103
2022-04-01,144
2022-04-02,85
2022-04-03,67
2022-04-04,25
2022-04-05,68
2022-04-06,67
2022-04-07,65
2022-04-08,40
2022-04-09,36
2022-04-10,23
2022-04-11,24
2022-04-12,25
2022-04-13,32
2022-04-14,21
2022-04-15,22
2022-04-16,11
2022-04-17,22
2022-04-18,14
2022-04-19,25
2022-04-20,18
2022-04-21,14
2022-04-22,10
2022-04-23,16
2022-04-24,12
2022-04-25,9
2022-04-26,12
2022-04-27,20
2022-04-28,22
2022-04-29,10
2022-04-30,9
2022-05-01,8
2022-05-02,2
2022-05-03,5
2022-05-04,3
2022-05-05,4
2022-05-06,3
